所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,221,,,,,,,観光庁共通費,,"1,036,673",0,0,0,"1,036,673"
,,222,,,,,,,観光振興費,,"12,771,363","15,500,000",0,"15,500,000","28,271,363"
,,,95,063,1,92,5,16,,訪日外国人旅行者受入基盤整備事業費補助金,0,"10,500,000",0,"10,500,000","10,500,000"
,,,95,063,2,40,5,16,,訪日外国人旅行者受入加速化事業費補助金,0,"5,000,000",0,"5,000,000","5,000,000"
,,,95,016,2,12,9,06,,諸謝金外10目,"12,771,363",0,0,0,"12,771,363"
,,223,,,,,,,独立行政法人国際観光振興機構運営費,,"7,037,380","4,500,000",0,"4,500,000","11,537,380"
,,,95,062,2,30,5,16,,独立行政法人国際観光振興機構一般勘定運営費交付金,"7,037,380","4,500,000",0,"4,500,000","11,537,380"
,気象庁,,,,,,,,,,"58,728,403","500,391",0,"500,391","59,228,794"
,,231,,,,,,,気象官署共通費,,"36,110,311",0,0,0,"36,110,311"
,,232,,,,,,,気象官署施設費,,"333,405","500,391",0,"500,391","833,796"
,,,95,191,1,20,2,08,,施設施工旅費,"2,075","1,015",0,"1,015","3,090"
,,,95,191,1,20,3,09,,施設施工庁費,"8,154",0,0,0,"8,154"
,,,95,191,1,20,4,15,,施設整備費,"323,176","499,376",0,"499,376","822,552"
,,233,,,,,,,観測予報等業務費,,"19,646,272",0,0,0,"19,646,272"
,,234,,,,,,,気象研究所,,"2,638,415",0,0,0,"2,638,415"
,海上保安庁,,,,,,,,,,"187,748,564","67,404,812",0,"67,404,812","255,153,376"
,,251,,,,,,,海上保安官署共通費,,"102,093,619",0,0,0,"102,093,619"
,,252,,,,,,,海上保安官署施設費,,"1,091,439","882,453",0,"882,453","1,973,892"
,,,95,014,1,20,2,08,,施設施工旅費,"4,475","4,234",0,"4,234","8,709"
,,,95,014,1,20,3,09,,施設施工庁費,"63,567","11,901",0,"11,901","75,468"
,,,95,014,1,20,4,15,,施設整備費,"1,023,397","866,318",0,"866,318","1,889,715"
,,253,,,,,,,船舶交通安全及海上治安対策費,,"52,115,689","26,524,706",0,"26,524,706","78,640,395"
,,,95,014,2,12,3,09,,水路業務庁費,"1,321,172","1,411,533",0,"1,411,533","2,732,705"
,,,95,014,2,12,3,09,,装備費,"640,112","170,301",0,"170,301","810,413"
,,,95,014,2,20,4,15,,通信設備整備費,"687,162","1,020,000",0,"1,020,000","1,707,162"
,,,95,014,2,20,4,15,,船舶購入費,0,"150,093",0,"150,093","150,093"
,,,95,014,2,20,4,15,,航空機購入費,"3,492,216","23,772,779",0,"23,772,779","27,264,995"
,,,95,014,2,12,9,06,,諸謝金外31目,"45,975,027",0,0,0,"45,975,027"
,,254,,,,,,,船舶建造費,,"27,457,817","38,813,653",0,"38,813,653","66,271,470"
,,,95,014,1,20,2,08,,船舶建造旅費,"86,444","33,846",0,"33,846","120,290"
,,,95,014,1,20,3,09,,船舶建造庁費,"36,291","3,190",0,"3,190","39,481"
,,,95,014,1,20,4,15,,船舶建造費,"27,335,082","38,776,617",0,"38,776,617","66,111,699"
,,255,,,,,,,航路標識整備事業費,,"4,548,069","1,184,000",0,"1,184,000","5,732,069"
,,,43,014,1,20,4,00,,航路標識整備事業費,"4,548,069","1,184,000",0,"1,184,000","5,732,069"
,,256,,,,,,,航路標識整備事業工事諸費,,"441,931",0,0,0,"441,931"
環境省,環境本省,,,,,,,,,,"276,256,316","82,886,942",0,"82,886,942","359,143,258"
,,001,,,,,,,環境本省共通費,,"12,922,543",0,0,0,"12,922,543"
,,002,,,,,,,地球温暖化対策推進費,,"611,051",0,0,0,"611,051"
,,003,,,,,,,石油石炭税財源エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,,"136,800,000","4,042,646",0,"4,042,646","140,842,646"
,,,63,051,2,30,6,22,,石油石炭税財源のエネルギー対策特別会計へ繰入,"136,800,000","4,042,646",0,"4,042,646","140,842,646"
,,021,,,,,,,地球環境保全等試験研究費,,"220,000",0,0,0,"220,000"
,,004,,,,,,,地球環境保全費,,"2,396,852",0,0,0,"2,396,852"
,,005,,,,,,,大気・水・土壌環境等保全費,,"5,759,079","2,803,320",0,"2,803,320","8,562,399"
,,,95,016,2,12,3,09,,環境保全調査費,"3,442,957","103,232",0,"103,232","3,546,189"
,,,95,051,2,86,5,16,,地域環境保全対策費補助金,"400,000","2,700,088",0,"2,700,088","3,100,088"
,,,95,016,2,12,9,06,,諸謝金外13目,"1,916,122",0,0,0,"1,916,122"
,,006,,,,,,,廃棄物・リサイクル対策推進費,,"10,132,495","11,743,471",0,"11,743,471","21,875,966"
,,,95,016,2,12,3,09,,環境保全調査費,"1,708,620","497,193",0,"497,193","2,205,813"
,,,95,051,2,71,5,16,,産業廃棄物適正処理推進費補助金,"1,300,000","1,246,278",0,"1,246,278","2,546,278"
,,,95,088,2,81,5,16,,災害等廃棄物処理事業費補助金,"200,000","9,723,321",0,"9,723,321","9,923,321"
,,,95,088,2,86,5,16,,災害等廃棄物処理促進費補助金,0,"276,679",0,"276,679","276,679"
,,,95,016,2,12,9,06,,諸謝金外11目,"6,923,875",0,0,0,"6,923,875"
,,007,,,,,,,廃棄物処理施設整備費,,"38,822,166","47,990,000",0,"47,990,000","86,812,166"
,,,45,086,1,82,5,00,,廃棄物処理施設整備費補助,"2,321,486","2,000,000",0,"2,000,000","4,321,486"
,,,45,086,1,82,5,00,,循環型社会形成推進交付金,"36,421,000","45,990,000",0,"45,990,000","82,411,000"
,,,45,086,1,20,4,00,,廃棄物処理施設整備事業調査費外1目,"79,680",0,0,0,"79,680"
,,008,,,,,,,生物多様性保全等推進費,,"4,933,498","899,505",0,"899,505","5,833,003"
,,,95,016,2,12,3,09,,環境保全調査費,"2,998,538","199,505",0,"199,505","3,198,043"
,,,95,016,2,81,5,16,,鳥獣捕獲等事業交付金,"500,000","700,000",0,"700,000","1,200,000"
,,,95,016,2,12,9,06,,諸謝金外18目,"1,434,960",0,0,0,"1,434,960"
,,009,,,,,,,環境保全施設整備費,,"199,312",0,0,0,"199,312"
,,010,,,,,,,自然公園等事業費,,"8,113,496","10,089,000",0,"10,089,000","18,202,496"
,,,45,052,1,20,4,00,,国立公園等整備費,"4,643,670","8,877,000",0,"8,877,000","13,520,670"
,,,45,052,1,20,4,00,,国立公園等維持管理費,"2,040,603","212,000",0,"212,000","2,252,603"
,,,45,052,1,82,5,00,,自然環境整備交付金,"1,385,029","1,000,000",0,"1,000,000","2,385,029"
,,,45,052,1,20,4,00,,自然公園等事業調査費外1目,"44,194",0,0,0,"44,194"
,,011,,,,,,,化学物質対策推進費,,"1,547,523",0,0,0,"1,547,523"
,,012,,,,,,,環境保健対策推進費,,"17,286,773",0,0,0,"17,286,773"
,,013,,,,,,,自動車重量税財源公害健康被害補償費,,"7,815,000",0,0,0,"7,815,000"
,,014,,,,,,,環境・経済・社会の統合的向上費,,"912,831",0,0,0,"912,831"
,,015,,,,,,,環境政策基盤整備費,,"7,031,504",0,0,0,"7,031,504"
,,016,,,,,,,環境調査研修所,,"1,240,627",0,0,0,"1,240,627"
,,017,,,,,,,環境調査研修所施設費,,"128,024",0,0,0,"128,024"
,,018,,,,,,,独立行政法人環境再生保全機構運営費,,"1,763,100",0,0,0,"1,763,100"
,,019,,,,,,,国立研究開発法人国立環境研究所運営費,,"11,695,485","1,302,000",0,"1,302,000","12,997,485"
,,,13,054,2,30,5,16,,国立研究開発法人国立環境研究所運営費交付金,"11,695,485","1,302,000",0,"1,302,000","12,997,485"
,,020,,,,,,,国立研究開発法人国立環境研究所施設整備費,,"222,957",0,0,0,"222,957"
,,022,,,,,,,環境研究総合推進費,,"5,100,000",0,0,0,"5,100,000"
,,023,,,,,,,石綿健康被害救済事務費労働保険特別会計へ繰入,,"92,662",0,0,0,"92,662"
,,025,,,,,,,廃棄物処理施設整備事業調査諸費,,"4,834",0,0,0,"4,834"
,,024,,,,,,,自然公園等事業工事諸費,,"474,504",0,0,0,"474,504"
,,026,,,,,,,廃棄物処理施設災害復旧事業費,,"30,000","3,200,000",0,"3,200,000","3,230,000"
,,,49,088,1,82,5,00,,廃棄物処理施設災害復旧事業費補助,"30,000","3,200,000",0,"3,200,000","3,230,000"
,,027,,,,,,,自然公園等施設災害復旧事業費,,0,"817,000",0,"817,000","817,000"
,,,49,053,1,20,4,00,,国立公園施設災害復旧費,0,"93,000",0,"93,000","93,000"
,,,49,053,1,82,5,00,,国立公園施設災害復旧事業費補助,0,"724,000",0,"724,000","724,000"
,地方環境事務所,,,,,,,,,,"5,758,170","198,358",0,"198,358","5,956,528"
,,031,,,,,,,地方環境事務所共通費,,"3,699,372",0,0,0,"3,699,372"
,,032,,,,,,,地方環境事務所施設費,,"71,580",0,0,0,"71,580"
,,033,,,,,,,地方環境対策費,,"1,987,218","198,358",0,"198,358","2,185,576"
,,,95,016,2,12,3,09,,環境保全調査費,"1,918,272","198,358",0,"198,358","2,116,630"
,,,95,016,2,12,9,06,,諸謝金外5目,"68,946",0,0,0,"68,946"
防衛省,防衛本省,,,,,,,,,,"4,908,586,733","21,747,785",0,"21,747,785","4,930,334,518"
,,001,,,,,,,防衛本省共通費,,"785,267,265",0,0,0,"785,267,265"
,,002,,,,,,,防衛本省施設費,,"3,529,272",0,0,0,"3,529,272"
,,003,,,,,,,自衛官給与費,,"1,384,988,696",0,0,0,"1,384,988,696"
,,004,,,,,,,武器車両等整備費,,"841,283,962","4,227,561",0,"4,227,561","845,511,523"
,,,35,030,2,12,3,09,,武器購入費,"130,965,707","2,178,007",0,"2,178,007","133,143,714"
,,,35,030,2,12,3,09,,通信機器購入費,"97,540,448","855,508",0,"855,508","98,395,956"
,,,35,030,2,12,3,09,,諸器材購入費,"46,478,327","1,037,342",0,"1,037,342","47,515,669"
,,,35,030,2,12,3,09,,武器修理費,"99,505,377","71,004",0,"71,004","99,576,381"
,,,35,030,2,12,3,09,,通信維持費,"267,115,542","85,700",0,"85,700","267,201,242"
,,,35,030,2,12,3,09,,車両購入費外5目,"199,678,561",0,0,0,"199,678,561"
,,005,,,,,,,艦船整備費,,"124,588,730","492,023",0,"492,023","125,080,753"
,,,35,030,2,12,3,09,,艦船修理費,"91,581,924","492,023",0,"492,023","92,073,947"
,,,35,030,2,12,2,08,,艦船建造旅費外4目,"33,006,806",0,0,0,"33,006,806"
,,006,,,,,,,航空機整備費,,"553,504,924","17,028,201",0,"17,028,201","570,533,125"
,,,35,030,2,12,3,09,,航空機修理費,"346,732,502","3,143,168",0,"3,143,168","349,875,670"
,,,35,030,2,12,4,15,,航空機購入費,"206,772,422","13,885,033",0,"13,885,033","220,657,455"
,,008,,,,,,,平成24年度甲Ⅲ型警備艦建造費,,"32,068,064",0,0,0,"32,068,064"
,,009,,,,,,,平成24年度潜水艦建造費,,"14,738,686",0,0,0,"14,738,686"
,,010,,,,,,,平成25年度甲型警備艦建造費,,"34,929,368",0,0,0,"34,929,368"
,,011,,,,,,,平成25年度潜水艦建造費,,"9,655,515",0,0,0,"9,655,515"
,,012,,,,,,,平成26年度甲型警備艦建造費,,"13,997,763",0,0,0,"13,997,763"
,,013,,,,,,,平成26年度潜水艦建造費,,"16,152,450",0,0,0,"16,152,450"
,,014,,,,,,,平成27年度甲Ⅳ型警備艦建造費,,"5,981,579",0,0,0,"5,981,579"
,,015,,,,,,,平成27年度潜水艦建造費,,"6,571,634",0,0,0,"6,571,634"
,,016,,,,,,,平成28年度甲Ⅳ型警備艦建造費,,"165,099",0,0,0,"165,099"
,,017,,,,,,,平成28年度潜水艦建造費,,"1,169,501",0,0,0,"1,169,501"
,,018,,,,,,,在日米軍等駐留関連諸費,,"373,984,325",0,0,0,"373,984,325"
,,019,,,,,,,独立行政法人駐留軍等労働者労務管理機構運営費,,"3,092,452",0,0,0,"3,092,452"
,,020,,,,,,,防衛協力・交流等推進費,,"427,555",0,0,0,"427,555"
,,021,,,,,,,防衛力基盤整備費,,"702,489,893",0,0,0,"702,489,893"
